neword,5,1600643116.598552375,1600643118.891334203,2.292781828
neword,8,1600643116.923771467,1600643118.932906810,2.009135343
payment,6,1600643117.449083400,1600643118.999613255,1.550529855
payment,7,1600643118.116020409,1600643119.49681304,0.933660895
delivery,1,1600643118.274299655,1600643119.159225699,0.884926044
delivery,4,1600643118.441008360,1600643119.249659800,0.808651440
payment,6,1600643118.999641659,1600643119.733206887,0.733565228
ordstat,8,1600643118.932918676,1600643119.735049401,0.802130725
neword,3,1600643118.581734292,1600643119.891702008,1.309967716
payment,8,1600643119.735078625,1600643120.71995305,0.336916680
delivery,4,1600643119.249668454,1600643120.158609742,0.908941288
neword,2,1600643118.182663787,1600643120.442218108,2.259554321
payment,6,1600643119.733244115,1600643120.567115148,0.833871033
neword,5,1600643118.891364780,1600643120.883925403,1.992560623
neword,7,1600643119.49712369,1600643120.958850271,1.909137902
delivery,4,1600643120.158618462,1600643121.189679962,1.031061500
neword,1,1600643119.159257251,1600643121.233947326,2.074690075
payment,2,1600643120.442248040,1600643121.275651002,0.833402962
payment,6,1600643120.567144603,1600643121.445922101,0.878777498
delivery,7,1600643120.958881621,1600643121.882239156,0.923357535
neword,8,1600643120.72071712,1600643122.15772359,1.943700647
payment,6,1600643121.445951444,1600643122.234518272,0.788566828
delivery,4,1600643121.189687822,1600643122.317930268,1.128242446
payment,5,1600643120.883955056,1600643122.417959948,1.534004892
slev,0,1600643114.688631706,1600643122.468230451,7.779598745
neword,3,1600643119.891734401,1600643122.601346702,2.709612301
delivery,7,1600643121.882248298,1600643122.601413706,0.719165408
delivery,4,1600643122.317938083,1600643122.826708689,0.508770606
payment,0,1600643122.468258625,1600643122.993355983,0.525097358
neword,2,1600643121.275683899,1600643123.43439582,1.767755683
delivery,5,1600643122.417987714,1600643123.185353240,0.767365526
neword,8,1600643122.15802333,1600643123.185355040,1.169552707
payment,3,1600643122.601421993,1600643123.351926884,0.750504891
delivery,7,1600643122.601422519,1600643123.393721935,0.792299416
neword,1,1600643121.233977468,1600643123.393801835,2.159824367
neword,6,1600643122.234548685,1600643123.597138975,1.362590290
delivery,4,1600643122.826717786,1600643123.660207565,0.833489779
payment,6,1600643123.597168518,1600643123.954829190,0.357660672
delivery,5,1600643123.185371450,1600643124.13272657,0.827901207
payment,2,1600643123.43469118,1600643124.172861947,1.129392829
delivery,7,1600643123.393729640,1600643124.297329232,0.903599592
payment,1,1600643123.393830303,1600643124.535936574,1.142106271
delivery,4,1600643123.660215191,1600643124.603384301,0.943169110
delivery,5,1600643124.13281381,1600643124.685811718,0.672530337
neword,0,1600643122.993384106,1600643125.119451049,2.126066943
delivery,7,1600643124.297351662,1600643125.166545651,0.869193989
delivery,5,1600643124.685820686,1600643125.211151421,0.525330735
payment,2,1600643124.172889678,1600643125.290663172,1.117773494
payment,1,1600643124.535980294,1600643125.411430185,0.875449891
delivery,5,1600643125.211160052,1600643125.678045646,0.466885594
delivery,7,1600643125.166554357,1600643125.737169720,0.570615363
payment,8,1600643124.913151386,1600643125.994801565,1.081650179
ordstat,2,1600643125.290673913,1600643126.58208559,0.767534646
neword,6,1600643123.954860105,1600643126.283687532,2.328827427
delivery,7,1600643125.737178352,1600643126.728428594,0.991250242
payment,6,1600643126.283719596,1600643126.728431234,0.444711638
delivery,5,1600643125.678054358,1600643126.770067259,1.092012901
neword,4,1600643124.603416340,1600643126.819961536,2.216545196
payment,8,1600643125.994834002,1600643126.978444768,0.983610766
neword,0,1600643125.119482745,1600643127.11830764,1.892348019
neword,1,1600643125.411461187,1600643127.70223312,1.658762125
delivery,5,1600643126.770075134,1600643127.353718450,0.583643316
delivery,7,1600643126.728449778,1600643127.420253899,0.691804121
neword,2,1600643126.58293469,1600643127.520313289,1.462019820
payment,8,1600643126.978474002,1600643127.620431362,0.641957360
delivery,7,1600643127.420262704,1600643127.837132017,0.416869313
payment,6,1600643126.728490879,1600643127.920555786,1.192064907
ordstat,1,1600643127.70234777,1600643128.31650072,0.961415295
payment,4,1600643126.819991331,1600643128.87254055,1.267262724
payment,6,1600643127.920584345,1600643128.178965348,0.258381003
slev,9,1600643117.211383108,1600643128.257985214,11.046602106
delivery,5,1600643127.353727162,1600643128.304025842,0.950298680
payment,8,1600643127.620460647,1600643128.395718755,0.775258108
delivery,7,1600643127.837140639,1600643128.707692785,0.870552146
payment,2,1600643127.520343041,1600643128.829417569,1.309074528
payment,4,1600643128.87282615,1600643129.154548760,1.067266145
neword,0,1600643127.11862889,1600643129.312749003,2.300886114
delivery,5,1600643128.304034460,1600643129.496274184,1.192239724
delivery,1,1600643128.31674934,1600643129.546293749,1.514618815
neword,6,1600643128.178995848,1600643129.954726163,1.775730315
neword,7,1600643128.707722734,1600643130.21603109,1.313880375
delivery,5,1600643129.496282239,1600643130.21930712,0.525648473
neword,8,1600643128.395749969,1600643130.107523702,1.711773733
delivery,1,1600643129.546301525,1600643130.229876623,0.683575098
neword,9,1600643128.258018126,1600643130.413245207,2.155227081
delivery,1,1600643130.229885382,1600643131.580316306,1.350430924
neword,2,1600643128.829491461,1600643131.622022400,2.792530939
payment,9,1600643130.413274879,1600643131.622026696,1.208751817
payment,5,1600643130.21960142,1600643131.622142593,1.600182451
neword,0,1600643129.312780779,1600643131.680394714,2.367613935
neword,6,1600643129.954760629,1600643133.53285049,3.098524420
neword,7,1600643130.21634457,1600643133.214411964,3.192777507
neword,2,1600643131.622070182,1600643133.239380310,1.617310128
delivery,1,1600643131.580324049,1600643133.281268520,1.700944471
neword,8,1600643130.107555744,1600643133.281279018,3.173723274
neword,0,1600643131.680425008,1600643133.375872894,1.695447886
